objectid,format,filename,parents,has_work_type,local_identifier,title,abstract,utk_photographer,utk_donor,date_created,date_created_d,rights_statement,spatial_local,latitude,longitude,provider,repository,archival_collection,keyword
wcc:346,image/jpeg,wcc_346.jpg,gsmrc:wcc,https://ontology.lib.utk.edu/works#ImageWork,wcc095 | wcc:346,Thunderhead and Blockhouse from summit of Big Bald,"Photograph taken by William Cox Cochran on Aug 27, 1886.","Cochran, William C. (William Cox), 1848-1936","Cochran, Mary Rudd, 1881-1982","Aug 27, 1886",1886-08-27,http://rightsstatements.org/vocab/NoC-US/1.0/,Blockhouse Mountain | Gregory Bald | Thunderhead Mountain | Great Smoky Mountains (N.C. and Tenn.),35.54979,-83.71071,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","William Cox Cochran Great Smoky Mountains Photographic Collection, MS.0552",
wcc:350,image/jpeg,wcc_350.jpg,gsmrc:wcc,https://ontology.lib.utk.edu/works#ImageWork,wcc101 | wcc:350,Crossed pines on road from Cade's Cove to Tuckaleechee,"Photograph taken by William Cox Cochran on Aug 28, 1886.","Cochran, William C. (William Cox), 1848-1936","Cochran, Mary Rudd, 1881-1982","Aug 28, 1886",1886-08-28,http://rightsstatements.org/vocab/NoC-US/1.0/,Great Smoky Mountains (N.C. and Tenn.),,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","William Cox Cochran Great Smoky Mountains Photographic Collection, MS.0552",Pine
wcc:344,image/jpeg,wcc_344.jpg,gsmrc:wcc,https://ontology.lib.utk.edu/works#ImageWork,wcc093 | wcc:344,Squire D. B. Lawson's house. Cade's Cove - Blount Co. Tenn.,"Photograph taken by William Cox Cochran on Aug 25, 1886.","Cochran, William C. (William Cox), 1848-1936","Cochran, Mary Rudd, 1881-1982","Aug 25, 1886",1886-08-25,http://rightsstatements.org/vocab/NoC-US/1.0/,Blount County (Tenn.) | Great Smoky Mountains (N.C. and Tenn.),,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","William Cox Cochran Great Smoky Mountains Photographic Collection, MS.0552",Housing
wcc:345,image/jpeg,wcc_345.jpg,gsmrc:wcc,https://ontology.lib.utk.edu/works#ImageWork,wcc094 | wcc:345,"Rye field and ""Twenty Mile Range"" from summit of Big Bald","Photograph taken by William Cox Cochran on Aug 27, 1886.","Cochran, William C. (William Cox), 1848-1936","Cochran, Mary Rudd, 1881-1982","Aug 27, 1886",1886-08-27,http://rightsstatements.org/vocab/NoC-US/1.0/,Gregory Bald | Great Smoky Mountains (N.C. and Tenn.),35.52067,-83.86553,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","William Cox Cochran Great Smoky Mountains Photographic Collection, MS.0552",Rye
wcc:351,image/jpeg,wcc_351.jpg,gsmrc:wcc,https://ontology.lib.utk.edu/works#ImageWork,wcc102 | wcc:351,Group of children at Cider Mill - below Little River Gap,"Photograph taken by William Cox Cochran on Aug 28, 1886.","Cochran, William C. (William Cox), 1848-1936","Cochran, Mary Rudd, 1881-1982","Aug 28, 1886",1886-08-28,http://rightsstatements.org/vocab/NoC-US/1.0/,Little River | Great Smoky Mountains (N.C. and Tenn.),33.70054,-94.23434,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","William Cox Cochran Great Smoky Mountains Photographic Collection, MS.0552",Sawmills
wcc:355,image/jpeg,wcc_355.jpg,gsmrc:wcc,https://ontology.lib.utk.edu/works#ImageWork,wcc107 | wcc:355,Little River Valley from verandah of Mt. Nebo House,"Photograph taken by William Cox Cochran on Aug 30, 1886.","Cochran, William C. (William Cox), 1848-1936","Cochran, Mary Rudd, 1881-1982","Aug 30, 1886",1886-08-30,http://rightsstatements.org/vocab/NoC-US/1.0/,Little River | Great Smoky Mountains (N.C. and Tenn.),33.70054,-94.23434,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","William Cox Cochran Great Smoky Mountains Photographic Collection, MS.0552",
wcc:341,image/jpeg,wcc_341.jpg,gsmrc:wcc,https://ontology.lib.utk.edu/works#ImageWork,wcc090 | wcc:341,"Spring and rocks at McCampbell's Mill. Tuckaleechee, noon recess of school","Photograph taken by William Cox Cochran on Aug 25, 1886.","Cochran, William C. (William Cox), 1848-1936","Cochran, Mary Rudd, 1881-1982","Aug 25, 1886",1886-08-25,http://rightsstatements.org/vocab/NoC-US/1.0/,Tuckaleechee Cove | Great Smoky Mountains (N.C. and Tenn.),35.68203,-83.79045,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","William Cox Cochran Great Smoky Mountains Photographic Collection, MS.0552",Sawmills
wcc:340,image/jpeg,wcc_340.jpg,gsmrc:wcc,https://ontology.lib.utk.edu/works#ImageWork,wcc089 | wcc:340,"Little River Gap from road near Vance Walker's house, Miller's Cove","Photograph taken by William Cox Cochran on Aug 25, 1886.","Cochran, William C. (William Cox), 1848-1936","Cochran, Mary Rudd, 1881-1982","Aug 25, 1886",1886-08-25,http://rightsstatements.org/vocab/NoC-US/1.0/,Miller Cove | Great Smoky Mountains (N.C. and Tenn.),35.18286,-85.98859,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","William Cox Cochran Great Smoky Mountains Photographic Collection, MS.0552",Farms
wcc:354,image/jpeg,wcc_354.jpg,gsmrc:wcc,https://ontology.lib.utk.edu/works#ImageWork,wcc106 | wcc:354,Little River Valley from point of rocks N. of Mt. Nebo House,"Photograph taken by William Cox Cochran on Aug 30, 1886.","Cochran, William C. (William Cox), 1848-1936","Cochran, Mary Rudd, 1881-1982","Aug 30, 1886",1886-08-30,http://rightsstatements.org/vocab/NoC-US/1.0/,Little River | Great Smoky Mountains (N.C. and Tenn.),33.70054,-94.23434,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","William Cox Cochran Great Smoky Mountains Photographic Collection, MS.0552",
wcc:342,image/jpeg,wcc_342.jpg,gsmrc:wcc,https://ontology.lib.utk.edu/works#ImageWork,wcc091 | wcc:342,Mountain clearing in pocket on road from Tuckaleechee to Cade's Cove,"Photograph taken by William Cox Cochran on Aug 25, 1886.","Cochran, William C. (William Cox), 1848-1936","Cochran, Mary Rudd, 1881-1982","Aug 25, 1886",1886-08-25,http://rightsstatements.org/vocab/NoC-US/1.0/,Tuckaleechee Cove | Great Smoky Mountains (N.C. and Tenn.),35.68203,-83.79045,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","William Cox Cochran Great Smoky Mountains Photographic Collection, MS.0552",
wcc:356,image/jpeg,wcc_356.jpg,gsmrc:wcc,https://ontology.lib.utk.edu/works#ImageWork,wcc108 | wcc:356,University of E. Tennessee - Knoxville,"Photograph taken by William Cox Cochran on Sep 1, 1886.","Cochran, William C. (William Cox), 1848-1936","Cochran, Mary Rudd, 1881-1982","Sep 1, 1886",1886-09-01,http://rightsstatements.org/vocab/NoC-US/1.0/,Knoxville (Tenn.),,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","University of Tennessee Photograph and Slide Collection, AR.0018",University of Tennessee (Knoxville campus)
wcc:357,image/jpeg,wcc_357.jpg,gsmrc:wcc,https://ontology.lib.utk.edu/works#ImageWork,0012_000207_000287,View from the Old College cupola (Knoxville Campus) looking South toward the Tennessee River,"Photograph taken by William Cox Cochran on Aug 11, 1886.","Cochran, William C. (William Cox), 1848-1936","Cochran, Mary Rudd, 1881-1982","Aug 11, 1886",1886-08-11,http://rightsstatements.org/vocab/NoC-US/1.0/,Tennessee River | Knoxville (Tenn.),,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","William Cox Cochran Great Smoky Mountains Photographic Collection, MS.0552",College campuses | University of Tennessee (Knoxville campus)
wcc:343,image/jpeg,wcc_343.jpg,gsmrc:wcc,https://ontology.lib.utk.edu/works#ImageWork,wcc092 | wcc:343,"Tipton's Sugar Cove Mt. from rear of Squire D.B. Lawson's, Cade's Cove","Photograph taken by William Cox Cochran on Aug 25, 1886.","Cochran, William C. (William Cox), 1848-1936","Cochran, Mary Rudd, 1881-1982","Aug 25, 1886",1886-08-25,http://rightsstatements.org/vocab/NoC-US/1.0/,Great Smoky Mountains (N.C. and Tenn.),,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","William Cox Cochran Great Smoky Mountains Photographic Collection, MS.0552",
wcc:348,image/jpeg,wcc_348.jpg,gsmrc:wcc,https://ontology.lib.utk.edu/works#ImageWork,wcc097 | wcc:348,Early morning in Cade's Cove - Cloud on Cade's Cove Mt.,"Photograph taken by William Cox Cochran on Aug 28, 1886.","Cochran, William C. (William Cox), 1848-1936","Cochran, Mary Rudd, 1881-1982","Aug 28, 1886",1886-08-28,http://rightsstatements.org/vocab/NoC-US/1.0/,Cades Cove | Great Smoky Mountains (N.C. and Tenn.),35.60591,-83.78128,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","William Cox Cochran Great Smoky Mountains Photographic Collection, MS.0552",
wcc:349,image/jpeg,wcc_349.jpg,gsmrc:wcc,https://ontology.lib.utk.edu/works#ImageWork,wcc100 | wcc:349,Cade's Cove Mt. From road to Tuckaleechee,"Photograph taken by William Cox Cochran on Aug 28, 1886.","Cochran, William C. (William Cox), 1848-1936","Cochran, Mary Rudd, 1881-1982","Aug 28, 1886",1886-08-28,http://rightsstatements.org/vocab/NoC-US/1.0/,Cades Cove | Great Smoky Mountains (N.C. and Tenn.),35.60591,-83.78128,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","William Cox Cochran Great Smoky Mountains Photographic Collection, MS.0552",
wcc:305,image/jpeg,wcc_305.jpg,gsmrc:wcc,https://ontology.lib.utk.edu/works#ImageWork,wcc025 | wcc:305,View from verandah of Mt. Nebo house - Blount Co.,"Photograph taken by William Cox Cochran on Aug 13, 1886.","Cochran, William C. (William Cox), 1848-1936","Cochran, Mary Rudd, 1881-1982","Aug 13, 1886",1886-08-13,http://rightsstatements.org/vocab/NoC-US/1.0/,Mount Nebo | Blount County (Tenn.) | Great Smoky Mountains (N.C. and Tenn.),37.67611,-107.50839,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","William Cox Cochran Great Smoky Mountains Photographic Collection, MS.0552",
wcc:311,image/jpeg,wcc_311.jpg,gsmrc:wcc,https://ontology.lib.utk.edu/works#ImageWork,wcc028 | wcc:311,Looking toward Dammit from Pine Mt. Trail,"Photograph taken by William Cox Cochran on Aug 14, 1886.","Cochran, William C. (William Cox), 1848-1936","Cochran, Mary Rudd, 1881-1982","Aug 14, 1886",1886-08-14,http://rightsstatements.org/vocab/NoC-US/1.0/,Pine Mountain | Great Smoky Mountains (N.C. and Tenn.),-33.8318,148.8512,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","William Cox Cochran Great Smoky Mountains Photographic Collection, MS.0552",Trails
wcc:339,image/jpeg,wcc_339.jpg,gsmrc:wcc,https://ontology.lib.utk.edu/works#ImageWork,wcc088 | wcc:339,Alvin Walker's house on Flat Branch. Little River Miller's Cove,"Photograph taken by William Cox Cochran on Aug 25, 1886.","Cochran, William C. (William Cox), 1848-1936","Cochran, Mary Rudd, 1881-1982","Aug 25, 1886",1886-08-25,http://rightsstatements.org/vocab/NoC-US/1.0/,Miller Cove | Great Smoky Mountains (N.C. and Tenn.),35.18286,-85.98859,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","William Cox Cochran Great Smoky Mountains Photographic Collection, MS.0552",Log cabins
wcc:271,image/jpeg,wcc_271.jpg,gsmrc:wcc,https://ontology.lib.utk.edu/works#ImageWork,wcc007 | wcc:271,Summit of Pine Mt. Chilhowee Range Blount Co. Tenn.,"Photograph taken by William Cox Cochran on Aug 12, 1886.","Cochran, William C. (William Cox), 1848-1936","Cochran, Mary Rudd, 1881-1982","Aug 12, 1886",1886-08-12,http://rightsstatements.org/vocab/NoC-US/1.0/,Pine Mountain | Great Smoky Mountains (N.C. and Tenn.),-33.8318,148.8512,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","William Cox Cochran Great Smoky Mountains Photographic Collection, MS.0552",
wcc:270,image/jpeg,wcc_270.jpg,gsmrc:wcc,https://ontology.lib.utk.edu/works#ImageWork,wcc039 | wcc:270,Pine Mt. - Chilhowee R. - from Miller's Cove,"Photograph taken by William Cox Cochran on Aug 16, 1886.","Cochran, William C. (William Cox), 1848-1936","Cochran, Mary Rudd, 1881-1982","Aug 16, 1886",1886-08-16,http://rightsstatements.org/vocab/NoC-US/1.0/,Pine Mountain | Great Smoky Mountains (N.C. and Tenn.),-33.8318,148.8512,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","William Cox Cochran Great Smoky Mountains Photographic Collection, MS.0552",Log cabins
wcc:338,image/jpeg,wcc_338.jpg,gsmrc:wcc,https://ontology.lib.utk.edu/works#ImageWork,wcc047 | wcc:338,A.J. Dorsey's cabin. Family at breakfast,"Photograph taken by William Cox Cochran on Aug 17, 1886.","Cochran, William C. (William Cox), 1848-1936","Cochran, Mary Rudd, 1881-1982","Aug 17, 1886",1886-08-17,http://rightsstatements.org/vocab/NoC-US/1.0/,Great Smoky Mountains (N.C. and Tenn.),,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","William Cox Cochran Great Smoky Mountains Photographic Collection, MS.0552",Log cabins | Food
wcc:310,image/jpeg,wcc_310.jpg,gsmrc:wcc,https://ontology.lib.utk.edu/works#ImageWork,wcc069 | wcc:310,Brewer's Clearing on Little River (Upper end of Miller's Cove),"Photograph taken by William Cox Cochran on Aug 19, 1886.","Cochran, William C. (William Cox), 1848-1936","Cochran, Mary Rudd, 1881-1982","Aug 19, 1886",1886-08-19,http://rightsstatements.org/vocab/NoC-US/1.0/,Little River | Millers Cove | Great Smoky Mountains (N.C. and Tenn.),33.70054,-94.23434,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","William Cox Cochran Great Smoky Mountains Photographic Collection, MS.0552",
wcc:304,image/jpeg,wcc_304.jpg,gsmrc:wcc,https://ontology.lib.utk.edu/works#ImageWork,wcc066 | wcc:304,Cliff on Little River below Tuckaleechee Cove,"Photograph taken by William Cox Cochran on Aug 19, 1886.","Cochran, William C. (William Cox), 1848-1936","Cochran, Mary Rudd, 1881-1982","Aug 19, 1886",1886-08-19,http://rightsstatements.org/vocab/NoC-US/1.0/,Little River | Great Smoky Mountains (N.C. and Tenn.),33.70054,-94.23434,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","William Cox Cochran Great Smoky Mountains Photographic Collection, MS.0552",Transportation
wcc:312,image/jpeg,wcc_312.jpg,gsmrc:wcc,https://ontology.lib.utk.edu/works#ImageWork,wcc070 | wcc:312,Cliff on Little River above Sam Walker's,"Photograph taken by William Cox Cochran on Aug 19, 1886.","Cochran, William C. (William Cox), 1848-1936","Cochran, Mary Rudd, 1881-1982","Aug 19, 1886",1886-08-19,http://rightsstatements.org/vocab/NoC-US/1.0/,Little River | Great Smoky Mountains (N.C. and Tenn.),33.70054,-94.23434,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","William Cox Cochran Great Smoky Mountains Photographic Collection, MS.0552",Bodies of water
wcc:306,image/jpeg,wcc_306.jpg,gsmrc:wcc,https://ontology.lib.utk.edu/works#ImageWork,wcc067 | wcc:306,Double bend in Little River below Tuckaleechee Cove,"Photograph taken by William Cox Cochran on Aug 19, 1886.","Cochran, William C. (William Cox), 1848-1936","Cochran, Mary Rudd, 1881-1982","Aug 19, 1886",1886-08-19,http://rightsstatements.org/vocab/NoC-US/1.0/,Little River | Great Smoky Mountains (N.C. and Tenn.),33.70054,-94.23434,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","William Cox Cochran Great Smoky Mountains Photographic Collection, MS.0552",Bodies of water
wcc:272,image/jpeg,wcc_272.jpg,gsmrc:wcc,https://ontology.lib.utk.edu/works#ImageWork,wcc042 | wcc:272,Little River above Vance Walker's,"Photograph taken by William Cox Cochran on Aug 16, 1886.","Cochran, William C. (William Cox), 1848-1936","Cochran, Mary Rudd, 1881-1982","Aug 16, 1886",1886-08-16,http://rightsstatements.org/vocab/NoC-US/1.0/,Little River | Great Smoky Mountains (N.C. and Tenn.),33.70054,-94.23434,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","William Cox Cochran Great Smoky Mountains Photographic Collection, MS.0552",Bodies of water
wcc:299,image/jpeg,wcc_299.jpg,gsmrc:wcc,https://ontology.lib.utk.edu/works#ImageWork,wcc022 | wcc:299,Distant view of Chilhowee R. from Melrose,"Photograph taken by William Cox Cochran on Aug 13, 1886.","Cochran, William C. (William Cox), 1848-1936","Cochran, Mary Rudd, 1881-1982","Aug 13, 1886",1886-08-13,http://rightsstatements.org/vocab/NoC-US/1.0/,Great Smoky Mountains (N.C. and Tenn.),,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","William Cox Cochran Great Smoky Mountains Photographic Collection, MS.0552",Hotels
wcc:298,image/jpeg,wcc_298.jpg,gsmrc:wcc,https://ontology.lib.utk.edu/works#ImageWork,wcc063 | wcc:298,Com. Caughron's house Tuckaleechee Cove Tenn.,"Photograph taken by William Cox Cochran on Aug 19, 1886.","Cochran, William C. (William Cox), 1848-1936","Cochran, Mary Rudd, 1881-1982","Aug 19, 1886",1886-08-19,http://rightsstatements.org/vocab/NoC-US/1.0/,Tuckaleechee Cove | Great Smoky Mountains (N.C. and Tenn.),35.68203,-83.79045,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","William Cox Cochran Great Smoky Mountains Photographic Collection, MS.0552",Log cabins | Barns
wcc:273,image/jpeg,wcc_273.jpg,gsmrc:wcc,https://ontology.lib.utk.edu/works#ImageWork,wcc008 | wcc:273,Summit of Pine Mt. (looking west)Chilhowee Range Blount Co. Tenn.,"Photograph taken by William Cox Cochran on Aug 12, 1886.","Cochran, William C. (William Cox), 1848-1936","Cochran, Mary Rudd, 1881-1982","Aug 12, 1886",1886-08-12,http://rightsstatements.org/vocab/NoC-US/1.0/,Pine Mountain | Great Smoky Mountains (N.C. and Tenn.),-33.8318,148.8512,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","William Cox Cochran Great Smoky Mountains Photographic Collection, MS.0552",
wcc:307,image/jpeg,wcc_307.jpg,gsmrc:wcc,https://ontology.lib.utk.edu/works#ImageWork,wcc026 | wcc:307,Flank of Mt. Nebo from slope of Pine Mt.,"Photograph taken by William Cox Cochran on Aug 14, 1886.","Cochran, William C. (William Cox), 1848-1936","Cochran, Mary Rudd, 1881-1982","Aug 14, 1886",1886-08-14,http://rightsstatements.org/vocab/NoC-US/1.0/,Mount Nebo | Pine Mountain | Great Smoky Mountains (N.C. and Tenn.),37.67611,-107.50839,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","William Cox Cochran Great Smoky Mountains Photographic Collection, MS.0552",
wcc:313,image/jpeg,wcc_313.jpg,gsmrc:wcc,https://ontology.lib.utk.edu/works#ImageWork,wcc029 | wcc:313,"View in Miller's Cove - Walker's boys ""totin' cha'coal""","Photograph taken by William Cox Cochran on Aug 14, 1886.","Cochran, William C. (William Cox), 1848-1936","Cochran, Mary Rudd, 1881-1982","Aug 14, 1886",1886-08-14,http://rightsstatements.org/vocab/NoC-US/1.0/,Great Smoky Mountains (N.C. and Tenn.),,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","William Cox Cochran Great Smoky Mountains Photographic Collection, MS.0552",
wcc:317,image/jpeg,wcc_317.jpg,gsmrc:wcc,https://ontology.lib.utk.edu/works#ImageWork,wcc031 | wcc:317,Down Little River from point in front of Sammie Walker's-Miller's Cove,"Photograph taken by William Cox Cochran on Aug 14, 1886.","Cochran, William C. (William Cox), 1848-1936","Cochran, Mary Rudd, 1881-1982","Aug 14, 1886",1886-08-14,http://rightsstatements.org/vocab/NoC-US/1.0/,Miller Cove | Little River | Great Smoky Mountains (N.C. and Tenn.),35.18286,-85.98859,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","William Cox Cochran Great Smoky Mountains Photographic Collection, MS.0552",Bodies of water
wcc:303,image/jpeg,wcc_303.jpg,gsmrc:wcc,https://ontology.lib.utk.edu/works#ImageWork,wcc024 | wcc:303,Spring and rocks at Mt. Nebo. Blount Co. Tenn.,"Photograph taken by William Cox Cochran on Aug 13, 1886.","Cochran, William C. (William Cox), 1848-1936","Cochran, Mary Rudd, 1881-1982","Aug 13, 1886",1886-08-13,http://rightsstatements.org/vocab/NoC-US/1.0/,Mount Nebo | Blount County (Tenn.) | Great Smoky Mountains (N.C. and Tenn.),37.67611,-107.50839,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","William Cox Cochran Great Smoky Mountains Photographic Collection, MS.0552",
wcc:277,image/jpeg,wcc_277.jpg,gsmrc:wcc,https://ontology.lib.utk.edu/works#ImageWork,wcc011 | wcc:277,The aqueduct Mt. Nebo from Spring house,"Photograph taken by William Cox Cochran on Aug 12, 1886.","Cochran, William C. (William Cox), 1848-1936","Cochran, Mary Rudd, 1881-1982","Aug 12, 1886",1886-08-12,http://rightsstatements.org/vocab/NoC-US/1.0/,Mount Nebo | Great Smoky Mountains (N.C. and Tenn.),37.67611,-107.50839,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","William Cox Cochran Great Smoky Mountains Photographic Collection, MS.0552",
wcc:288,image/jpeg,wcc_288.jpg,gsmrc:wcc,https://ontology.lib.utk.edu/works#ImageWork,wcc057 | wcc:288,Bridle path to Robt. Spence's (looking down),"Photograph taken by William Cox Cochran on Aug 18, 1886.","Cochran, William C. (William Cox), 1848-1936","Cochran, Mary Rudd, 1881-1982","Aug 18, 1886",1886-08-18,http://rightsstatements.org/vocab/NoC-US/1.0/,Great Smoky Mountains (N.C. and Tenn.),,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","William Cox Cochran Great Smoky Mountains Photographic Collection, MS.0552",Trails | Bodies of water
wcc:289,image/jpeg,wcc_289.jpg,gsmrc:wcc,https://ontology.lib.utk.edu/works#ImageWork,wcc017 | wcc:289,Miss Lizzie Nourse posing as one of the natives Mt. Nebo,"Photograph taken by William Cox Cochran on Aug 13, 1886.","Cochran, William C. (William Cox), 1848-1936","Cochran, Mary Rudd, 1881-1982","Aug 13, 1886",1886-08-13,http://rightsstatements.org/vocab/NoC-US/1.0/,Mount Nebo | Great Smoky Mountains (N.C. and Tenn.),37.67611,-107.50839,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","William Cox Cochran Great Smoky Mountains Photographic Collection, MS.0552",
wcc:276,image/jpeg,wcc_276.jpg,gsmrc:wcc,https://ontology.lib.utk.edu/works#ImageWork,wcc050 | wcc:276,Great Smoky Mts. From E. slope of Defeat Mt.,"Photograph taken by William Cox Cochran on Aug 17, 1886.","Cochran, William C. (William Cox), 1848-1936","Cochran, Mary Rudd, 1881-1982","Aug 17, 1886",1886-08-17,http://rightsstatements.org/vocab/NoC-US/1.0/,Great Smoky Mountains (N.C. and Tenn.),,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","William Cox Cochran Great Smoky Mountains Photographic Collection, MS.0552",
wcc:302,image/jpeg,wcc_302.jpg,gsmrc:wcc,https://ontology.lib.utk.edu/works#ImageWork,wcc065 | wcc:302,Up Little River from ford at Tuckaleechee,"Photograph taken by William Cox Cochran on Aug 19, 1886.","Cochran, William C. (William Cox), 1848-1936","Cochran, Mary Rudd, 1881-1982","Aug 19, 1886",1886-08-19,http://rightsstatements.org/vocab/NoC-US/1.0/,Little River | Great Smoky Mountains (N.C. and Tenn.),33.70054,-94.23434,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","William Cox Cochran Great Smoky Mountains Photographic Collection, MS.0552",Bodies of water
wcc:316,image/jpeg,wcc_316.jpg,gsmrc:wcc,https://ontology.lib.utk.edu/works#ImageWork,wcc075 | wcc:316,Neubern's Mills and Dam Little River below Gap.,"Photograph taken by William Cox Cochran on Aug 20, 1886.","Cochran, William C. (William Cox), 1848-1936","Cochran, Mary Rudd, 1881-1982","Aug 20, 1886",1886-08-20,http://rightsstatements.org/vocab/NoC-US/1.0/,Little River | Great Smoky Mountains (N.C. and Tenn.),33.70054,-94.23434,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","William Cox Cochran Great Smoky Mountains Photographic Collection, MS.0552",Sawmills | Dams | Bodies of water
wcc:328,image/jpeg,wcc_328.jpg,gsmrc:wcc,https://ontology.lib.utk.edu/works#ImageWork,wcc083 | wcc:328,Chilhowee Range (looking North) from Tower Rocks,"Photograph taken by William Cox Cochran on Aug 22, 1886.","Cochran, William C. (William Cox), 1848-1936","Cochran, Mary Rudd, 1881-1982","Aug 22, 1886",1886-08-22,http://rightsstatements.org/vocab/NoC-US/1.0/,Great Smoky Mountains (N.C. and Tenn.),,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","William Cox Cochran Great Smoky Mountains Photographic Collection, MS.0552",
wcc:300,image/jpeg,wcc_300.jpg,gsmrc:wcc,https://ontology.lib.utk.edu/works#ImageWork,wcc064 | wcc:300,Yearout's Mill Tuckaleechee Cove Blount Co. Tenn.,"Photograph taken by William Cox Cochran on Aug 19, 1886.","Cochran, William C. (William Cox), 1848-1936","Cochran, Mary Rudd, 1881-1982","Aug 19, 1886",1886-08-19,http://rightsstatements.org/vocab/NoC-US/1.0/,Tuckaleechee Cove | Great Smoky Mountains (N.C. and Tenn.),35.68203,-83.79045,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","William Cox Cochran Great Smoky Mountains Photographic Collection, MS.0552",Sawmills
wcc:314,image/jpeg,wcc_314.jpg,gsmrc:wcc,https://ontology.lib.utk.edu/works#ImageWork,wcc073 | wcc:314,King's cabin. Mt. Nebo,"Photograph taken by William Cox Cochran on Aug 20, 1886.","Cochran, William C. (William Cox), 1848-1936","Cochran, Mary Rudd, 1881-1982","Aug 20, 1886",1886-08-20,http://rightsstatements.org/vocab/NoC-US/1.0/,Mount Nebo | Great Smoky Mountains (N.C. and Tenn.),37.67611,-107.50839,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","William Cox Cochran Great Smoky Mountains Photographic Collection, MS.0552",Log cabins
wcc:274,image/jpeg,wcc_274.jpg,gsmrc:wcc,https://ontology.lib.utk.edu/works#ImageWork,wcc048 | wcc:274,Laurel Creek Road Blount Co. Tenn.,"Photograph taken by William Cox Cochran on Aug 17, 1886.","Cochran, William C. (William Cox), 1848-1936","Cochran, Mary Rudd, 1881-1982","Aug 17, 1886",1886-08-17,http://rightsstatements.org/vocab/NoC-US/1.0/,Laurel Creek | Blount County (Tenn.) | Great Smoky Mountains (N.C. and Tenn.),37.85734,-80.99371,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","William Cox Cochran Great Smoky Mountains Photographic Collection, MS.0552",Transportation
